"Project","Region","Sample_ID","Year","Month","Day","Site","Zone","Lysimeter","Depth_cm","Sampling_Time","Sampling_Time_Zone","Field_Notes","ic_mgL","ic_uM","ic_flag","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_Conc_Flag","NH3_mgL","NH3_uM","NH3_Conc_Flag","PO4_mgL","PO4_uM","PO4_Conc_Flag","SO4_ppm","SO4_mM","SO4_Conc_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_Conc_flag","H2S_cv_flag"
"COMPASS:Synoptic","CB","GCW_202405_TR_LYSA_20CM",2024,5,23,"GCW","TR","A",20,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0143,1.0196,"bdl",0.3006,21.4637,"Within_Range",0.005,0.1612,"Within_Range",6.7775,0.2114,"Within_Range",4.285,0.1209,"Within_Range",0.0078,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202405_TR_LYSA_45CM",2024,5,23,"GCW","TR","A",45,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0231,1.6488,"bdl",0.1883,13.4421,"Within_Range",0.0037,0.1209,"Within_Range",9.1524,0.2855,"Within_Range",2.4734,0.0698,"Within_Range",0.0045,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202405_TR_LYSB_10CM",2024,5,23,"GCW","TR","B",10,"","","",45.2,3763.21705103655,"",41.98,3495.1294646574,"",0.8432,60.1997615426903,"",0.0165,1.1767,"bdl",0.1299,9.2767,"Within_Range",0.0105,0.3396,"Within_Range",9.6555,0.3012,"Within_Range",70.1889,1.9799,"Within_Range",0.1269,6.2368,0.4255,6.8225,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_TR_LYSB_20CM",2024,5,23,"GCW","TR","B",20,"","","",39.16,3260.34468403963,"",21.32,1775.03954708184,"",0.8306,59.300192050947,"",0.0266,1.8995,"Within_Range",0.4641,33.1374,"Within_Range",0.0201,0.6496,"Within_Range",17.8331,0.5562,"Within_Range",6.3551,0.1793,"Within_Range",0.0115,0.5201,0.1216,23.3742,"within range","High CV"
"COMPASS:Synoptic","CB","GCW_202405_TR_LYSB_45CM",2024,5,23,"GCW","TR","B",45,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0236,1.6848,"bdl",0.2054,14.6611,"Within_Range",0.0172,0.5561,"Within_Range",5.3897,0.1681,"Within_Range",16.9626,0.4785,"Within_Range",0.0307,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202405_TR_LYSC_10CM",2024,5,23,"GCW","TR","C",10,"","","",NA,NA,NA,10.71,891.682624261094,"",0.3841,27.4225906173474,"",0.0234,1.6713,"bdl",0.1063,7.5872,"Within_Range",0.0044,0.1413,"Within_Range",6.8708,0.2143,"Within_Range",89.7046,2.5305,"Within_Range",0.1621,1.8096,0.1216,6.7183,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_TR_LYSC_20CM",2024,5,23,"GCW","TR","C",20,"","","",NA,NA,NA,89.21,7427.35825493298,"",0.1686,12.0370965323738,"",0.0222,1.5885,"bdl",0.3738,26.688,"Within_Range",0.0063,0.2042,"Within_Range",9.0216,0.2814,"Within_Range",29.7571,0.8394,"Within_Range",0.0538,1.1219,0.2431,21.6733,"within range","High CV"
"COMPASS:Synoptic","CB","GCW_202405_TR_LYSC_45CM",2024,5,23,"GCW","TR","C",45,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0251,1.7929,"Within_Range",0.1505,10.7452,"Within_Range",0.0062,0.2,"Within_Range",12.011,0.3746,"Within_Range",7.9696,0.2248,"Within_Range",0.0144,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202405_UP_LYSA_20CM",2024,5,23,"GCW","UP","A",20,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1524,0.0359,"Within_Range",2.0521,0.0579,"Within_Range",0.0037,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202405_UP_LYSB_10CM",2024,5,23,"GCW","UP","B",10,"","","",NA,NA,NA,22.36,1861.62684206144,"",0.00022,0.0157067689034533,"blank is ≥ 25% of sample value",0.0173,1.2331,"bdl",0.0707,5.0452,"Within_Range",0.0098,0.3178,"Within_Range",2.2661,0.0707,"Within_Range",0.3926,0.0111,"Within_Range",7e-04,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202405_UP_LYSB_20CM",2024,5,23,"GCW","UP","B",20,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.291,0.0715,"Within_Range",1.1032,0.0311,"Within_Range",0.002,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSA_10CM",2024,5,23,"GCW","WC","A",10,"","","",NA,NA,NA,18.51,1541.08733660811,"",1.372,97.9531224342636,"",0.0366,2.6152,"Within_Range",0.5105,36.4471,"Within_Range",0.2424,7.8264,"Within_Range",257.3715,8.0278,"Within_Range",4350.6025,122.725,"Within_Range",7.8616,2286.7791,88.2713,3.8601,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSA_20CM",2024,5,23,"GCW","WC","A",20,"","","",103.7,8633.75239363916,"",18.31,1524.43593372742,"",1.909,136.291917439511,"",0.0683,4.8758,"Within_Range",0.3212,22.9312,"Within_Range",0.0075,0.2431,"bdl",155.9826,4.8653,"Within_Range",3484.6296,98.297,"Within_Range",6.2968,2156.757,71.4241,3.3116,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSA_45CM",2024,5,23,"GCW","WC","A",45,"","","",185.6,15452.5018732828,"",22.84,1901.59020897511,"",-0.01174,-0.838170304211556,"blank is ≥ 25% of sample value",0.025,1.7884,"Within_Range",1.0991,78.4719,"Within_Range",0.233,7.5237,"Within_Range",180.7153,5.6368,"Within_Range",6113.7547,172.4613,"Within_Range",11.0476,5291.4433,96.4325,1.8224,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSB_10CM",2024,5,23,"GCW","WC","B",10,"","","",87.09,7250.85338439764,"",16.62,1383.73157938556,"",1.781,127.153433713865,"",0.0561,4.0082,"Within_Range",0.5449,38.9026,"Within_Range",0.3685,11.8959,"Within_Range",138.0371,4.3056,"Within_Range",2913.4925,82.186,"Within_Range",5.2647,1994.4979,9.118,0.4572,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSB_20CM",2024,5,23,"GCW","WC","B",20,"","","",95.68,7966.03113812339,"",17.63,1467.82116393306,"",2.026,144.645062719984,"",0.0529,3.7786,"Within_Range",0.5035,35.944,"Within_Range",0.2636,8.5116,"Within_Range",259.6228,8.098,"Within_Range",3886.0047,109.6193,"Within_Range",7.022,2376.3261,54.7641,2.3046,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSB_45CM",2024,5,23,"GCW","WC","B",45,"","","",160.2,13337.7737074349,"",19.03,1584.38098409791,"",3.508,250.451569605974,"value above cal curve",0.0263,1.8781,"Within_Range",0.7253,51.7851,"Within_Range",0.2759,8.9065,"Within_Range",273.7715,8.5393,"Within_Range",5801.1484,163.6431,"Within_Range",10.4827,3139.2203,117.5794,3.7455,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSC_10CM",2024,5,23,"GCW","WC","C",10,"","","",66.67,5550.74515027891,"",-0.1777,-14.7947714594955,"blank is ≥ 25% of sample value",0.5689,40.6162764962482,"",0.0298,2.1296,"Within_Range",0.0804,5.7385,"Within_Range",0.1708,5.5143,"Within_Range",76.0834,2.3732,"Within_Range",2021.4255,57.0219,"Within_Range",3.6527,1802.1332,40.0603,2.2229,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSC_20CM",2024,5,23,"GCW","WC","C",20,"","","",48.05,4000.49954208642,"",-0.2012,-16.7513112979769,"blank is ≥ 25% of sample value",0.4515,32.2345734541327,"",0.0345,2.465,"Within_Range",0.0607,4.3321,"Within_Range",0.1701,5.4929,"Within_Range",188.4085,5.8767,"Within_Range",2213.8176,62.449,"Within_Range",4.0004,1677.6222,49.7979,2.9684,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202405_WC_LYSC_45CM",2024,5,23,"GCW","WC","C",45,"","","",93.48,7782.86570643577,"",13.04,1085.67146782116,"",1.061,75.7494627571091,"",0.0107,0.7607,"bdl",0.2437,17.3989,"Within_Range",0.1777,5.7378,"Within_Range",488.1167,15.2251,"Within_Range",5475.5825,154.4593,"Within_Range",9.8944,2672.9067,173.813,6.5028,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_SW_A",2024,6,26,"SWH","SW","A",0,"","","",9.437,785.696444925485,"",5.713,475.647323286987,"",0.4738,33.82666866571,"",0.0796,5.6814,"Within_Range",0.0276,1.9738,"Within_Range",0.0217,0.6991,"Within_Range",49.9737,1.5588,"Within_Range",389.9355,10.9996,"Within_Range",0.7046,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SW_B",2024,6,26,"SWH","SW","B",0,"","","",8.986,748.147531429523,"",5.974,497.377404046291,"",0.4971,35.4901582813939,"",0.0765,5.4615,"Within_Range",0.0223,1.59,"Within_Range",0.022,0.7087,"Within_Range",51.1545,1.5956,"Within_Range",392.7739,11.0797,"Within_Range",0.7098,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SW_C",2024,6,26,"SWH","SW","C",0,"","","",8.988,748.31404545833,"",5.902,491.382899009242,"",0.4867,34.7476564786852,"",0.0798,5.7007,"Within_Range",0.0304,2.1738,"Within_Range",0.0213,0.6862,"Within_Range",51.2766,1.5994,"Within_Range",405.1228,11.428,"Within_Range",0.7321,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSA_10CM",2024,6,26,"SWH","SWAMP","A",10,"","","",22.03,1834.1520273083,"",13.84,1152.27707934393,"",0.6162,43.9932318104907,"",0,0,"bdl",0.0788,5.6287,"Within_Range",0.0528,1.706,"Within_Range",2.886,0.09,"Within_Range",5.5272,0.1559,"Within_Range",0.01,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSA_20CM",2024,6,26,"SWH","SWAMP","A",20,"","","",20.68,1721.75505786363,"",10.65,886.687203396886,"",0.6169,44.0432078933653,"",0.0016,0.117,"bdl",0.1607,11.4762,"Within_Range",0.0794,2.5639,"Within_Range",1.8087,0.0564,"Within_Range",5.2574,0.1483,"Within_Range",0.0095,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSA_45CM",2024,6,26,"SWH","SWAMP","A",45,"","","",18.67,1554.40845891266,"",17.22,1433.68578802764,"",1.007,71.8941649353524,"",0,0,"bdl",0.3501,24.9978,"Within_Range",0.2601,8.3985,"Within_Range",0,0,"bdl",8.8585,0.2499,"Within_Range",0.016,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSB_10CM",2024,6,26,"SWH","SWAMP","B",10,"","","",27.94,2326.20098243277,"",116.5,9699.4421780035,"value above cal curve",4.385,313.064462007468,"value above cal curve",0.0835,5.9584,"Within_Range",0.1984,14.166,"Within_Range",0.459,14.8193,"Within_Range",0,0,"bdl",11.1223,0.3137,"Within_Range",0.0201,2.6186,0.1824,6.9647,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSB_20CM",2024,6,26,"SWH","SWAMP","B",20,"","","",30.29,2521.85496628091,"",25.1,2089.75106152693,"",1.498,106.948817351696,"",0,0,"bdl",0.3607,25.7532,"Within_Range",0.3432,11.0805,"Within_Range",0,0,"bdl",8.4541,0.2385,"Within_Range",0.0153,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSB_45CM",2024,6,26,"SWH","SWAMP","B",45,"","","",23.59,1964.0329697777,"",7.031,585.380068270752,"",0.7005,50.0117800766776,"",0,0,"bdl",0.3093,22.0841,"Within_Range",0.1406,4.5386,"Within_Range",0,0,"bdl",23.0768,0.651,"Within_Range",0.0417,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSC_10CM",2024,6,26,"SWH","SWAMP","C",10,"","","",15.42,1283.82316210141,"",9.689,806.677212555158,"",0.4293,30.649617682966,"",0,0,"bdl",0.0614,4.3871,"Within_Range",0.0137,0.4432,"Within_Range",3.5851,0.1118,"Within_Range",4.6999,0.1326,"Within_Range",0.0085,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSC_20CM",2024,6,26,"SWH","SWAMP","C",20,"","","",18.32,1525.26850387145,"",12.84,1069.02006494047,"",0.6491,46.342107705598,"",0,0,"bdl",0.1666,11.8949,"Within_Range",0.0099,0.321,"Within_Range",1.8247,0.0569,"Within_Range",3.9119,0.1103,"Within_Range",0.0071,16.538,0.8808,5.3258,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_SWAMP_LYSC_45CM",2024,6,26,"SWH","SWAMP","C",45,"","","",18.09,1506.11939055865,"",15.93,1326.28423944717,"",0.8413,60.0641121748877,"",0.0026,0.1878,"bdl",0.2794,19.9511,"Within_Range",0.0309,0.9977,"Within_Range",1.327,0.0414,"Within_Range",7.6443,0.2156,"Within_Range",0.0138,15.5831,0,0,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSA_10CM",2024,6,26,"SWH","TR","A",10,"","","",40.63,3382.73249521272,"",20.53,1709.26650570311,"",1.747,124.726023974241,"",0.0051,0.3671,"bdl",0.598,42.6951,"Within_Range",0.1201,3.8774,"Within_Range",5.2123,0.1626,"Within_Range",182.3339,5.1434,"Within_Range",0.3295,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSA_20CM",2024,6,26,"SWH","TR","A",20,"","","",38.12,3173.75738906003,"",17.21,1432.85321788361,"",4.026,287.433870933196,"value above cal curve",0,0,"bdl",1.8425,131.5463,"Within_Range",0.5269,17.0099,"Within_Range",0.3088,0.0096,"Within_Range",168.2231,4.7454,"Within_Range",0.304,21.645,2.0136,9.3029,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSA_45CM",2024,6,26,"SWH","TR","A",45,"","","",45.3,3771.5427524769,"",16.74,1393.72242111398,"",3.844,274.440089385794,"value above cal curve",0,0,"bdl",1.9055,136.0385,"Within_Range",0.8128,26.2414,"Within_Range",0.7713,0.0241,"Within_Range",302.8452,8.5429,"Within_Range",0.5473,120.3953,4.8466,4.0255,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSB_10CM",2024,6,26,"SWH","TR","B",10,"","","",6.221,517.941886603947,"blank is ≥ 25% of sample value",14.84,1235.5340937474,"",0.9902,70.6947389463614,"",0.2018,14.4045,"Within_Range",0.0611,4.3648,"Within_Range",0.0131,0.4238,"Within_Range",27.4459,0.8561,"Within_Range",263.9309,7.4452,"Within_Range",0.4769,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSB_20CM",2024,6,26,"SWH","TR","B",20,"","","",39.85,3317.79202397802,"",22.18,1846.64057946882,"",4.469,319.061591952423,"value above cal curve",0.0017,0.1234,"bdl",2.1878,156.2002,"Within_Range",0.8259,26.6636,"Within_Range",0,0,"bdl",162.2048,4.5756,"Within_Range",0.2931,22.8491,2.6423,11.5643,"within range","High CV"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSB_45CM",2024,6,26,"SWH","TR","B",45,"","","",51.32,4272.74997918575,"",27.19,2263.75822163017,"",4.266,304.568527918782,"value above cal curve",0,0,"bdl",1.8384,131.2527,"Within_Range",1.0054,32.4592,"Within_Range",0,0,"bdl",246.6432,6.9575,"Within_Range",0.4457,32.8555,1.2539,3.8164,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSC_10CM",2024,6,26,"SWH","TR","C",10,"","","",NA,NA,NA,8.53,710.182332861544,"",0.5225,37.3035761457017,"",0.0209,1.4923,"bdl",0.0267,1.9043,"Within_Range",0.0131,0.4215,"Within_Range",43.5993,1.3599,"Within_Range",255.9568,7.2202,"Within_Range",0.4625,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSC_20CM",2024,6,26,"SWH","TR","C",20,"","","",30.35,2526.85038714512,"",15.44,1285.48830238948,"",2.325,165.991989547859,"",0,0,"bdl",1.0289,73.4597,"Within_Range",0.4685,15.125,"Within_Range",3.7665,0.1175,"Within_Range",212.453,5.993,"Within_Range",0.3839,29.1463,2.782,9.5448,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_TR_LYSC_45CM",2024,6,26,"SWH","TR","C",45,"","","",40.31,3356.09025060361,"",19.11,1591.04154525019,"",2.651,189.266565286613,"",0.0024,0.1699,"bdl",1.1792,84.1907,"Within_Range",0.8133,26.2591,"Within_Range",0,0,"bdl",173.3097,4.8888,"Within_Range",0.3132,106.7614,4.5958,4.3048,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSA_10CM",2024,6,26,"SWH","UP","A",10,"","","",8.897,740.737657147615,"",10.25,853.384397635501,"",0.4833,34.5049155047227,"",0.012,0.8559,"bdl",0.0248,1.7673,"Within_Range",0.0072,0.2327,"Within_Range",3.1987,0.0998,"Within_Range",6.7358,0.19,"Within_Range",0.0122,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSA_20CM",2024,6,26,"SWH","UP","A",20,"","","",12.17,1013.23786529015,"",8.057,670.801765048705,"",0.4038,28.8290603782476,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7328,0.2724,"Within_Range",6.4981,0.1833,"Within_Range",0.0118,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSA_45CM",2024,6,26,"SWH","UP","A",45,"","","",35.05,2918.1583548414,"",14.69,1223.04554158688,"",0.541,38.6243726216739,"",0.0083,0.5914,"bdl",0.0175,1.2513,"bdl",0.004,0.1295,"Within_Range",2.7313,0.0852,"Within_Range",4.9825,0.1406,"Within_Range",0.009,24.2698,1.0954,4.5134,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSB_10CM",2024,6,26,"SWH","UP","B",10,"","","",8.177,680.792606777121,"",20.5,1706.768795271,"",0.7361,52.5534208628728,"",0,0,"bdl",0.0258,1.8443,"Within_Range",0.01,0.3214,"Within_Range",3.0547,0.0953,"Within_Range",8.4974,0.2397,"Within_Range",0.0154,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSB_20CM",2024,6,26,"SWH","UP","B",20,"","","",34.05,2834.90134043793,"",17.9,1490.300557822,"",0.8948,63.8837127945912,"",0.0017,0.1184,"bdl",0.1712,12.2201,"Within_Range",0.0052,0.1672,"Within_Range",5.9004,0.184,"Within_Range",4.6609,0.1315,"Within_Range",0.0084,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSB_45CM",2024,6,26,"SWH","UP","B",45,"","","",44.46,3701.60686037799,"",29.69,2471.90075763883,"",0.9551,68.1887953622195,"",0,0,"bdl",0.0229,1.6364,"Within_Range",0.0047,0.1503,"Within_Range",2.0368,0.0635,"Within_Range",5.5054,0.1553,"Within_Range",0.01,17.0623,1.0335,6.0571,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSC_10CM",2024,6,26,"SWH","UP","C",10,"","","",NA,NA,NA,24.11,2007.3266172675,"",0.8482,60.5567335632233,"",0,0,"bdl",0.0503,3.5939,"Within_Range",0.0124,0.4007,"Within_Range",6.7888,0.2118,"Within_Range",6.2066,0.1751,"Within_Range",0.0112,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSC_20CM",2024,6,26,"SWH","UP","C",20,"","","",14.82,1233.86895345933,"",21.23,1767.54641578553,"",0.9012,64.3406369808734,"",0.0069,0.494,"bdl",0.0342,2.4443,"Within_Range",0.0116,0.3749,"Within_Range",3.0299,0.0945,"Within_Range",5.4982,0.1551,"Within_Range",0.01,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_UP_LYSC_45CM",2024,6,26,"SWH","UP","C",45,"","","",44.47,3702.43943052202,"",25.8,2148.03097160936,"",0.9094,64.9260710945476,"",0.0122,0.8694,"bdl",0.0254,1.8118,"Within_Range",0.0104,0.3356,"Within_Range",1.7743,0.0553,"Within_Range",5.1666,0.1457,"Within_Range",0.0094,25.4735,1.9076,7.4888,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSA_10CM",2024,6,26,"SWH","WC","A",10,"","","",NA,NA,NA,19.6,1631.83748230788,"",1.006,71.8227705312458,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",270.8039,7.639,"Within_Range",0.4894,8.0264,0.2349,2.9263,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSA_20CM",2024,6,26,"SWH","WC","A",20,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.6355,"bdl",0.0265,1.894,"Within_Range",0.2539,8.1971,"Within_Range",0,0,"bdl",219.3358,6.1872,"Within_Range",0.3964,9.355,0,0,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSA_45CM",2024,6,26,"SWH","WC","A",45,"","","",NA,NA,NA,13.59,1131.46282574307,"",0.5882,41.9941884955057,"",0,0,"bdl",0.0187,1.3374,"bdl",0.1927,6.2219,"Within_Range",0,0,"bdl",454.1614,12.8113,"Within_Range",0.8207,4.2896,0.362,8.4382,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSB_10CM",2024,6,26,"SWH","WC","B",10,"","","",NA,NA,NA,10.04,835.900424610773,"",0.5226,37.3107155861124,"",0,0,"bdl",0.0376,2.6826,"Within_Range",0.4575,14.7703,"Within_Range",0,0,"bdl",200.9459,5.6684,"Within_Range",0.3631,6.5593,0.5652,8.6174,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSB_20CM",2024,6,26,"SWH","WC","B",20,"","","",NA,NA,NA,15.97,1329.61452002331,"",0.6925,49.4406248438247,"",0,0,"bdl",0.0255,1.8198,"Within_Range",0.2328,7.5171,"Within_Range",0,0,"bdl",229.8446,6.4836,"Within_Range",0.4154,3.8329,0.6459,16.8517,"within range","High CV"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSB_45CM",2024,6,26,"SWH","WC","B",45,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2169,0.038,"Within_Range",720.6123,20.3276,"Within_Range",1.3022,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSC_10CM",2024,6,26,"SWH","WC","C",10,"","","",47.9,3988.0109899259,"",10.42,867.53809008409,"",1.141,81.4610150856376,"",0,0,"bdl",0.4729,33.7611,"Within_Range",0.2978,9.6154,"Within_Range",1.6013,0.0499,"Within_Range",254.4852,7.1787,"Within_Range",0.4599,8.4169,0.9883,11.7419,"within range","High CV"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSC_20CM",2024,6,26,"SWH","WC","C",20,"","","",74.48,6200.98243276996,"",18.56,1545.25018732828,"",0.8912,63.6266929398074,"",0,0,"bdl",0.0737,5.2623,"Within_Range",0.5327,17.1982,"Within_Range",0,0,"bdl",197.3932,5.5682,"Within_Range",0.3567,1.0859,0.0475,4.3711,"within range","within range"
"COMPASS:Synoptic","CB","SWH_202406_WC_LYSC_45CM",2024,6,26,"SWH","WC","C",45,"","","",79.19,6593.12297061027,"",15.88,1322.121388727,"",0.7257,51.8109190601641,"",0,0,"bdl",0.0239,1.7058,"Within_Range",0.1446,4.6687,"Within_Range",0,0,"bdl",649.0196,18.308,"Within_Range",1.1728,1.1408,0,0,"within range","within range"
"COMPASS:Synoptic","CB","GCW_202407_SW_A",2024,7,16,"GCW","SW","A",0,"","","",21.58,1796.68637082674,NA,5.976,497.543918075098,"",0.6337,45.2426338823563,"",0,0,"bdl",0.047,3.3587,"Within_Range",0.0704,2.2714,"Within_Range",601.2764,18.7547,"Within_Range",4617.2159,130.2459,"Within_Range",8.3433,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_SW_B",2024,7,16,"GCW","SW","B",0,"","","",21.22,1766.7138456415,NA,6.157,512.613437682125,"",0.5855,41.8014236044179,"",0,0,"bdl",0.0408,2.916,"Within_Range",0.0639,2.0641,"Within_Range",611.6804,19.0792,"Within_Range",4677.4513,131.945,"Within_Range",8.4522,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_SW_C",2024,7,16,"GCW","SW","C",0,"","","",21.24,1768.37898592956,NA,6.058,504.370993256182,"",0.5528,39.4668265901319,"",0.0065,0.4627,"bdl",0.0387,2.7645,"Within_Range",0.0394,1.2706,"Within_Range",620.2344,19.3461,"Within_Range",4732.8311,133.5072,"Within_Range",8.5523,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_TR_LYSA_20CM",2024,7,16,"GCW","TR","A",20,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.1228,8.7642,"Within_Range",0.0089,0.2866,"Within_Range",2.2106,0.069,"Within_Range",6.2394,0.176,"Within_Range",0.0113,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_TR_LYSA_45CM",2024,7,16,"GCW","TR","A",45,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.159,11.3533,"Within_Range",0.0068,0.218,"Within_Range",4.8468,0.1512,"Within_Range",9.846,0.2777,"Within_Range",0.0178,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_TR_LYSB_10CM",2024,7,16,"GCW","TR","B",10,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0849,1.1255,"Within_Range",31.9797,0.9021,"Within_Range",0.0578,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_TR_LYSB_20CM",2024,7,16,"GCW","TR","B",20,"","","",NA,NA,NA,27.03,2250.43709932562,"",1.274,90.9564708318162,"",0.0088,0.6264,"bdl",NA,NA,NA,NA,NA,NA,5.3744,0.1676,"Within_Range",6.3811,0.18,"Within_Range",0.0116,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_TR_LYSB_45CM",2024,7,16,"GCW","TR","B",45,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0116,0.8305,"bdl",0.1214,8.6679,"Within_Range",0.0081,0.2604,"bdl",2.3899,0.0745,"Within_Range",13.4456,0.3793,"Within_Range",0.0243,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_TR_LYSC_20CM",2024,7,16,"GCW","TR","C",20,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",0.111,7.9214,"Within_Range",0.0542,1.7487,"Within_Range",7.7159,0.2407,"Within_Range",16.6779,0.4705,"Within_Range",0.0302,0,0,0,"bdl","within range"
"COMPASS:Synoptic","CB","GCW_202407_TR_LYSC_45CM",2024,7,16,"GCW","TR","C",45,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.288,0.0714,"Within_Range",99.6559,2.8112,"Within_Range",0.1801,0,0,0,"bdl","within range"
