Site,Plot,Tag,Species,Sapflow,Date_2022,DBH_cm_2022,Status_2022,Notes_2022,Date_2023,DBH_cm_2023,Status_2023,Notes_2023,Date_2024,DBH_cm_2024,Status_2024,Notes_2024,Date_2025,DBH_cm_2025,Status_2025,Notes_2025
SWH,UP,831,CACA,N,,,,,,,,,20240305,5.8,LI,,20250318,5.7,LI,
SWH,UP,819,LIST2,N,,,,,,,,,20240305,40.8,LI,ck sp,20250318,41.3,LI,ck sp
SWH,UP,820,Oak,N,,,,,,,,,20240305,51.9,LI,,20250318,52.2,LI,
SWH,UP,821,CACA,N,,,,,,,,,20240305,16.9,LI,,20250318,16.9,LI,
SWH,UP,832,CACA,N,,,,,,,,,20240305,6.6,LI,on 821,20250318,6.6,LI,on 821
SWH,UP,822,,N,,,,,,,,,20240305,20.9,LI,ck sp; ck status,20250318,20.9,DS,X; ck sp
SWH,UP,823,ILOP,N,,,,,,,,,20240305,19.4,LI,,20250318,19.4,LI,
SWH,UP,833,ILOP,N,,,,,,,,,20240305,5.0,LI,,20250318,4.9,LI,
SWH,UP,834,ILOP,N,,,,,,,,,20240305,6.3,LI,,20250318,6.3,LI,
SWH,UP,824,Oak,N,,,,,,,,,20240305,37.3,LI,,20250318,37.8,LI,
