"Project","Region","Year","Month","Day","Site","Plot","Replicate","Depth_cm","Sample_ID","Sampler_Type","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","NOx_mgL","NOx_uM","NOx_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_flag","DIC_mgL","DIC_uM","DIC_flag"
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","C",20,"MSM_202207_WC_SIPC_20CM","Porewater Sipper (Teflon)",701.8369,21.8914,"",6583.3821,185.7089,NA,11.8962,NA,NA,"",0.967096,69.045243,"",0.113684,8.116401,"",0.006797,0.485268,"bdl",2.417,0.195,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","C",45,"MSM_202207_WC_SIPC_45CM","Porewater Sipper (Teflon)",203.8927,6.3597,"",6870.3118,193.8029,NA,12.4147,NA,NA,"",-0.003367,-0.240385,"bdl",0.005912,0.422084,"bdl",0.002838,0.202617,"bdl",412.161,206.109,"",6.177,15.131,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,8,18,"GWI","WC","C",20,"GWI_202208_WC_SIPC_20CM","Porewater Sipper (Teflon)",1750.8574,54.6119,"",9031.4554,254.766,NA,16.3199,0,0,"bdl",0.555953,39.691933,"",0.049118,3.50675,"",-0.001791,0,"bdl",646.476,55.527,"",221.157,36.348,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,8,18,"GWI","WC","C",45,"GWI_202208_WC_SIPC_45CM","Porewater Sipper (Teflon)",98.6823,3.0781,"",1028.8181,29.0217,NA,1.8591,0,0,"bdl",0.108894,7.774422,"",-0.00382,-0.272727,"bdl",0.019647,1.402686,"bdl",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,8,31,"MSM","WC","B",45,"MSM_202208_WC_SIPB_45CM","Porewater Sipper (Teflon)",189.9997,5.9264,"",6761.4243,190.7313,NA,12.2179,NA,NA,"",0.185289,13.228598,"",0.020134,1.437455,"",0.003703,0.264373,"bdl",120.326,16.512,"",8.633,7.744,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,9,18,"MSM","WC","B",45,"MSM_202209_WC_SIPB_45CM","Porewater Sipper (Teflon)",69.538,2.169,"",7983.0094,225.1907,NA,14.4253,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",65.201,5.696,"",33.629,0.467,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,9,19,"GCW","WC","C",20,"GCW_202209_WC_SIPC_20CM","Porewater Sipper (Teflon)",781.9471,24.3901,"",7302.182,205.9854,NA,13.1951,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",0,0,"bdl",11.465,0.078,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","WC","C",45,"GWI_202210_WC_SIPC_45CM","Porewater Sipper (Teflon)",1553.8098,48.4657,"",12284.9149,346.542,NA,22.1989,0,0,"bdl",0.902129,64.406962,"",0.023091,1.648568,"",0.002882,0.205759,"bdl",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC","A",45,"MSM_202210_WC_SIPA_45CM","Porewater Sipper (Teflon)",20.0548,0.6255,"",8080.675,227.9457,NA,14.6018,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",432.638,33.702,"",55.612,3.432,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC","B",45,"MSM_202210_WC_SIPB_45CM","Porewater Sipper (Teflon)",87.807,2.7388,"",8251.6056,232.7674,NA,14.9107,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","WC","C",45,"MSM_202210_WC_SIPC_45CM","Porewater Sipper (Teflon)",12.9179,0.4029,"",7437.6509,209.8068,NA,13.4399,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,11,15,"GCW","WC","C",20,"GCW_202211_WC_SIPC_20CM","Porewater Sipper (Teflon)",917.5388,28.6194,"",7514.729,211.9811,NA,13.5791,338.436,26.549,"",0.138215,9.867778,"",0.054816,3.913556,"",0.003897,0.278224,"bdl",1.617,0.264,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","WC","C",20,"GWI_202211_WC_SIPC_20CM","Porewater Sipper (Teflon)",2090.3885,65.2024,"",15138.4219,427.0359,NA,27.3552,0,0,"bdl",1.873668,133.76941,"",0.00593,0.423369,"",0.013449,0.960183,"bdl",2721.574,298.944,"",186.388,263.593,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","A",45,"MSM_202211_WC_SIPA_45CM","Porewater Sipper (Teflon)",29.5728,0.9224,"",12145.7863,342.6174,NA,21.9475,0,0,"bdl",0.232321,16.586419,"",0.013762,0.98253,"",NA,NA,"",413.869,18.823,"",61.211,11.084,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","B",45,"MSM_202211_WC_SIPB_45CM","Porewater Sipper (Teflon)",109.0471,3.4013,"",9558.1445,269.6233,NA,17.2716,0,0,"bdl",0.126978,9.065519,"",0.007521,0.536957,"",0.003504,0.250166,"bdl",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","C",45,"MSM_202211_WC_SIPC_45CM","Porewater Sipper (Teflon)",9.4492,0.2947,"",9884.8347,278.8388,NA,17.8619,0,0,"bdl",1.261428,90.0589,"",0.008187,0.584506,"",NA,NA,"",605.177,18.009,"",125.988,3.181,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","B",45,"MSM_202206_WC_SIPB_45CM","Porewater Sipper (Teflon)",NA,NA,"",NA,NA,NA,NA,NA,NA,"",0.140479,10.029414,"",0.006835,0.487981,"",0.005687,0.40602,"bdl",178.781,55.731,"",27.285,15.933,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","A",45,"MSM_202207_WC_SIPA_45CM","Porewater Sipper (Teflon)",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",61.998,2.205,"",20.306,1.72,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","B",45,"MSM_202207_WC_SIPB_45CM","Porewater Sipper (Teflon)",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",17.395,1.014,"",0,0,"bdl",NA,NA,""
